5 0 1 11,6282 91,6249 11 4878,52 40646 431 1500 false
5 1 2 12,1956 99,0783 0 4878,52 42913 19 1500 false
5 2 3 11,8837 94,3796 0 4878,52 39685 963 1500 false
5 3 4 11,7769 93,1172 0 4878,52 38136 624 1500 false
5 4 5 12,1098 98,7131 0 4878,52 37013 411 1500 false
5 5 6 11,9219 95,4146 0 4878,52 37029 783 1500 false
5 6 7 11,9171 95,2937 0 4878,52 36645 587 1500 false
5 7 8 11,591 92,6698 0 4878,52 36048 31 1500 false
5 8 9 12,2633 98,2057 1 4878,52 37458 809 1500 false
5 9 10 11,919 95,2807 0 4878,52 36276 129 1500 false
5 10 11 11,8628 94,8782 0 4878,52 36869 670 1500 false
5 11 12 11,8294 94,5603 0 4878,52 41484 19 1500 false
5 12 13 12,064 96,6932 0 4878,52 35928 573 1500 false
5 13 14 11,9209 95,365 0 4878,52 36579 694 1500 false
5 14 15 11,8971 94,9374 0 4878,52 40122 283 1500 false
5 15 16 11,9467 95,7987 0 4878,52 36032 572 1500 false
5 16 17 11,92 94,5752 18 2439,26 36690 23 1500 false
5 17 18 11,8942 94,9516 0 2439,26 38007 185 1500 false
5 18 19 11,9467 96,3976 0 2439,26 38115 1068 1500 false
5 19 20 11,8923 94,8696 0 2439,26 36767 4 1500 false
5 20 21 11,9381 95,6476 0 2439,26 36368 25 1500 false
5 21 22 11,9209 95,5806 0 2439,26 36399 1224 1500 false
5 22 23 11,8647 94,9935 0 2439,26 38204 44 1500 false
5 23 24 11,9772 93,886 0 2439,26 36745 114 1500 false
5 24 25 11,714 94,5474 0 2439,26 37718 82 1500 false
5 25 26 12,1384 98,2965 0 2439,26 36509 618 1500 false
5 26 27 11,7807 94,1417 0 2439,26 38073 31 1500 false
5 27 28 12,064 96,5778 0 2439,26 36834 1008 1500 false
5 28 29 11,7836 93,4559 1 2439,26 36103 292 1500 false
5 29 30 12,0583 97,3362 0 2439,26 35953 437 1500 false
5 30 31 11,7865 93,1613 0 2439,26 40733 31 1500 false
5 31 32 12,0487 97,5842 0 2439,26 37366 937 1500 false
5 32 33 11,9047 95,1711 0 2439,26 37087 1341 1500 false
5 33 34 11,9514 95,6258 0 2439,26 37233 144 1500 false
5 34 35 11,6358 93,1542 0 2439,26 36889 356 1500 false
5 35 36 12,0049 94,3751 0 2439,26 51654 1124 1500 false
5 36 37 11,6377 94,0918 0 2439,26 55422 4957 1500 false
5 37 38 12,3825 99,4761 0 2439,26 40459 4124 1500 false
5 38 39 11,5795 91,5444 1 2439,26 53067 3133 1500 false
5 39 40 12,1107 98,3459 0 2439,26 39913 891 1500 false
5 40 41 12,0325 93,1971 0 2439,26 39580 304 1500 false
5 41 42 11,2705 90,9831 0 2439,26 46843 3750 1500 false
5 42 43 12,2118 97,8379 0 2439,26 57790 711 1500 false
5 43 44 12,0525 96,9224 0 2439,26 41717 1738 1500 false
5 44 45 11,6148 92,6785 0 2439,26 52450 474 1500 false
5 45 46 12,4187 101,357 0 1218,92 39120 2297 1500 false
5 46 47 11,8675 94,8013 0 1220,34 43096 3414 1500 false
5 47 48 11,7035 93,1931 0 1224,58 38206 1538 1500 false
5 48 49 11,9009 94,9071 0 1224,58 41146 1183 1500 false
5 49 50 11,6682 93,2724 0 1225,99 53460 2934 1500 false
5 50 51 12,557 101,368 0 1227,41 46474 2551 1500 false
5 51 52 11,6634 93,0777 0 1227,41 45104 4152 1500 false
5 52 53 12,0935 96,8902 1 1231,65 52060 12 1500 false
5 53 54 11,2181 88,1205 0 1233,06 42615 406 1500 false
5 54 55 12,5208 101,429 0 1238,72 43280 119 1500 false
5 55 56 12,0316 96,2211 0 1240,13 44979 2449 1500 false
5 56 57 11,6129 93,5143 0 1241,55 37741 541 1500 false
5 57 58 11,9829 94,9665 0 1242,96 39463 945 1500 false
5 58 59 11,7264 94,4835 7 1245,79 56118 2002 1500 false
5 59 60 11,9762 96,0978 1 1251,45 44786 81 1500 false
5 60 61 12,1355 96,5524 0 1255,69 41331 546 1500 false
5 61 62 11,6787 93,8714 2 1258,52 39202 5151 1500 false
5 62 63 11,61 91,788 0 1262,76 40609 3322 1500 false
5 63 64 12,2786 99,3364 0 1265,59 43209 815 1500 false
5 64 65 12,1965 97,2133 0 1268,41 46146 1248 1500 false
5 65 66 11,8465 93,8415 0 1269,83 37367 1511 1500 false
5 66 67 12,1508 98,3087 0 1272,66 39142 474 1500 false
5 67 68 11,4594 91,0111 0 1275,48 41791 2167 1500 false
5 68 69 12,3081 97,6193 1 1275,48 40818 29 1500 false
5 69 70 12,0058 97,7645 0 1276,9 40366 1320 1500 false
5 70 71 11,4326 91,1713 0 1279,73 41548 941 1500 false
5 71 72 12,1975 96,2644 0 1279,73 42544 134 1500 false
5 72 73 12,1384 99,0976 0 1281,14 56881 4893 1500 false
5 73 74 11,9162 95,3489 0 1285,38 41876 165 1500 false
5 74 75 11,9209 95,0845 0 1285,38 41531 2151 1500 false
5 75 76 11,5929 93,0242 0 1285,38 36797 1222 1500 false
5 76 77 12,1584 96,4494 0 1285,38 36271 522 1500 false
5 77 78 11,9143 96,0855 0 1285,38 37333 896 1500 false
5 78 79 11,9734 95,352 0 1285,38 36865 1537 1500 false
5 79 80 11,7397 94,252 0 1285,38 40911 873 1500 false
5 80 81 7,77817 62,3142 1 1,41406 37568 1933 1500 false
5 81 82 0 0 1 1,41406 37568 1933 1500 false
5 82 83 0 0 1 1,41406 37568 1933 1500 false
