0.07 0 0 0 0 0 0 0 0 0 0 0 0
0.15 0 0 0 0 0 0 0 0 0 0 0 0
0.22 0 0 0 0 0 0 0 0 0 0 0 0
0.30 0 0 0 0 0 0 0 0 0 0 0 0
0.37 160 2 0 0 0 0 0 0 0 0 0 0
0.45 160 2 0 0 0 0 0 0 0 0 0 0
0.52 160 2 0 0 0 0 0 0 0 0 0 0
0.59 160 2 0 0 0 0 0 0 0 0 0 0
0.67 160 2 0 0 0 0 0 0 0 0 0 0
0.74 160 2 0 0 0 0 0 0 0 0 0 0
0.82 250 3 0 0 0 0 0 0 0 0 0 0
0.89 250 3 0 0 0 0 0 0 0 0 0 0
0.96 250 3 0 0 0 0 0 0 0 0 0 0
1.04 250 3 0 0 0 0 0 0 0 0 0 0
1.11 250 3 0 0 0 0 0 0 0 0 0 0
1.19 250 3 0 0 0 0 0 0 0 0 0 0
1.26 250 3 0 0 0 0 0 0 0 0 0 0
1.34 250 3 0 0 0 0 0 0 0 0 0 0
1.41 250 3 0 0 0 0 0 0 0 0 0 0
1.48 250 3 0 0 0 0 0 0 0 0 0 0
1.56 250 3 0 0 0 0 0 0 0 0 0 0
1.63 250 3 0 0 0 0 0 0 0 0 0 0
1.71 250 3 0 0 0 0 0 0 0 0 0 0
1.78 250 3 0 0 0 0 0 0 0 0 0 0
1.86 250 3 0 0 0 0 0 0 0 0 0 0
1.93 250 3 0 0 0 0 0 0 0 0 0 0
2.00 250 3 0 0 0 0 0 0 0 0 0 0
2.08 250 3 0 0 0 0 0 0 0 0 0 0
2.15 250 3 0 0 0 0 0 0 0 0 0 0
2.23 250 3 0 0 0 0 0 0 0 0 0 0
2.30 250 3 0 0 0 0 0 0 0 0 0 0
2.37 250 3 0 0 0 0 0 0 0 0 0 0
2.45 250 3 0 0 0 0 0 0 0 0 0 0
2.52 250 3 0 0 0 0 0 0 0 0 0 0
2.60 250 3 0 0 0 0 0 0 0 0 0 0
2.67 250 3 0 0 0 0 0 0 0 0 0 0
2.75 250 3 0 0 0 0 0 0 0 0 0 0
2.82 250 3 0 0 0 0 0 0 0 0 0 0
2.89 250 3 0 0 0 0 0 0 0 0 0 0
2.97 320 4 0 0 0 0 0 0 0 0 0 0
3.04 320 4 0 0 0 0 0 0 0 0 0 0
3.12 320 4 0 0 0 0 0 0 0 0 0 0
3.19 320 4 0 0 0 0 0 0 0 0 0 0
3.27 320 4 0 0 0 0 0 0 0 0 0 0
3.34 320 4 0 0 0 0 0 0 0 0 0 0
3.41 1842 25 0 0 0 0 0 0 0 0 0 0
3.49 7942 105 0 0 0 0 0 0 0 0 0 0
3.56 13162 145 0 0 0 0 0 0 0 0 0 0
3.64 17693 203 0 0 0 0 0 0 0 0 0 0
3.71 889662 825 0 0 0 0 0 0 0 0 0 0
3.78 4539196 3264 0 0 0 0 0 0 0 0 0 0
3.86 27480254 18441 0 0 0 0 0 0 0 0 0 0
3.93 93903292 62336 22 15 0 0 0 0 0 15 7 0
4.01 128081476 84936 22 15 0 0 0 0 0 15 7 0
4.08 164592762 109083 22 15 0 0 0 0 0 15 7 0
4.16 197911794 131123 22 15 0 0 0 0 0 15 7 0
4.23 225064534 149089 22 15 0 0 0 0 0 15 7 0
4.30 254675188 168672 22 15 0 0 0 0 0 15 7 0
4.38 281816928 186630 22 15 0 0 0 0 0 15 7 0
4.45 308110882 204027 22 15 0 0 0 0 0 15 7 0
4.53 336154670 222577 22 15 0 0 0 0 0 15 7 0
4.60 369454186 244603 22 15 0 0 0 0 0 15 7 0
4.68 395791566 262025 22 15 0 0 0 0 0 15 7 0
4.75 422048486 279401 22 15 0 0 0 0 0 15 7 0
4.82 450728128 298374 22 15 0 0 0 0 0 15 7 0
4.90 477384070 316009 22 15 0 0 0 0 0 15 7 0
4.97 504857734 334185 22 15 0 0 0 0 0 15 7 0
5.05 531348298 351707 22 15 0 0 0 0 0 15 7 0
5.12 559091884 370060 22 15 0 0 0 0 0 15 7 0
5.19 593481968 392806 22 15 0 0 0 0 0 15 7 0
5.27 622839036 412224 22 15 0 0 0 0 0 15 7 0
5.34 653195040 432306 22 15 0 0 0 0 0 15 7 0
5.42 681170228 450812 22 15 0 0 0 0 0 15 7 0
5.49 712228024 471358 22 15 0 0 0 0 0 15 7 0
5.57 739422964 489348 22 15 0 0 0 0 0 15 7 0
5.64 774157806 512321 22 15 0 0 0 0 0 15 7 0
5.71 800516480 529762 22 15 0 0 0 0 0 15 7 0
5.79 829356618 548843 22 15 0 0 0 0 0 15 7 0
5.86 857741808 567622 22 15 0 0 0 0 0 15 7 0
5.94 886594392 586710 22 15 0 0 0 0 0 15 7 0
6.01 913973940 604824 22 15 0 0 0 0 0 15 7 0
6.09 940407742 622317 22 15 0 0 0 0 0 15 7 0
6.16 970559464 642266 22 15 0 0 0 0 0 15 7 0
6.23 996960846 659733 22 15 0 0 0 0 0 15 7 0
6.31 1030616378 681991 22 15 0 0 0 0 0 15 7 0
6.38 1057507028 699788 22 15 0 0 0 0 0 15 7 0
6.46 1085623168 718390 22 15 0 0 0 0 0 15 7 0
6.53 1113238980 736656 22 15 0 0 0 0 0 15 7 0
6.60 1138212032 753174 22 15 0 0 0 0 0 15 7 0
6.68 1171382224 775114 22 15 0 0 0 0 0 15 7 0
6.75 1197937742 792681 22 15 0 0 0 0 0 15 7 0
6.83 1226347516 811472 22 15 0 0 0 0 0 15 7 0
6.90 1255427258 830711 22 15 0 0 0 0 0 15 7 0
6.98 1286038528 850966 22 15 0 0 0 0 0 15 7 0
7.05 1312985798 868793 22 15 0 0 0 0 0 15 7 0
7.12 1339555028 886368 22 15 0 0 0 0 0 15 7 0
7.20 1367589158 904913 22 15 0 1514 0 0 0 15 7 0
7.27 1394188060 922512 22 15 0 0 0 0 0 15 7 0
7.35 1426707240 944022 22 15 0 0 0 0 0 15 7 0
7.42 1451416854 960373 22 15 0 0 0 0 0 15 7 0
7.50 1478807946 978495 22 15 0 0 0 0 0 15 7 0
7.57 1513397490 1001379 22 15 0 0 0 0 0 15 7 0
7.64 1539878770 1018895 22 15 0 0 0 0 0 15 7 0
7.72 1570377378 1039071 22 15 0 0 0 0 0 15 7 0
7.79 1606788422 1063165 22 15 0 0 0 0 0 15 7 0
7.87 1634749108 1081664 22 15 0 0 0 0 0 15 7 0
7.94 1663465768 1100662 22 15 0 0 0 0 0 15 7 0
8.01 1691941662 1119497 22 15 0 0 0 0 0 15 7 0
8.09 1732017548 1146014 22 15 0 0 0 0 0 15 7 0
8.16 1765894846 1168423 22 15 0 0 0 0 0 15 7 0
8.24 1795544812 1188038 22 15 0 0 0 0 0 15 7 0
8.31 1824924980 1207474 22 15 0 0 0 0 0 15 7 0
8.39 1854716016 1227184 22 15 0 0 0 0 0 15 7 0
8.46 1884989962 1247213 22 15 0 0 0 0 0 15 7 0
8.53 1923353958 1272591 22 15 0 0 0 0 0 15 7 0
8.61 1950508344 1290552 22 15 0 0 0 0 0 15 7 0
8.68 1979826506 1309945 22 15 0 0 0 0 0 15 7 0
