5 0 1 42,6175 340,637 3848 2471,78 58577 44210 1500 false
5 1 2 17,5 139,948 771 244,633 38312 2529 1500 false
5 2 3 5 40,0265 18 63,6328 38351 1796 1500 false
5 3 4 1,25 9,99025 13 18,3828 36356 548 1500 false
5 4 5 0 0 2 28,2812 38544 781 1500 false
5 5 6 1,25 9,99253 8 19,7969 38611 1133 1500 false
5 6 7 0 0 2 1,41406 38611 1133 1500 false
5 7 8 0 0 1 1,41406 38611 1133 1500 false
5 8 9 0 0 0 1,41406 38611 1133 1500 false
5 9 10 0 0 1 1,41406 38611 1133 1500 false
5 10 11 0 0 0 1,41406 38611 1133 1500 false
5 11 12 0 0 0 1,41406 38611 1133 1500 false
5 12 13 0 0 0 1,41406 38611 1133 1500 false
5 13 14 0 0 1 1,41406 38611 1133 1500 false
5 14 15 0 0 0 1,41406 38611 1133 1500 false
5 15 16 0 0 0 1,41406 38611 1133 1500 false
5 16 17 0 0 0 1,41406 38611 1133 1500 false
5 17 18 0 0 0 1,41406 38611 1133 1500 false
5 18 19 0 0 0 1,41406 38611 1133 1500 false
5 19 20 0 0 0 1,41406 38611 1133 1500 false
5 20 21 0 0 0 1,41406 38611 1133 1500 false
5 21 22 0 0 1 1,41406 38611 1133 1500 false
5 22 23 0 0 0 1,41406 38611 1133 1500 false
5 23 24 0 0 0 1,41406 38611 1133 1500 false
5 24 25 0 0 0 1,41406 38611 1133 1500 false
5 25 26 0 0 0 1,41406 38611 1133 1500 false
5 0 1 34,3477 274,748 5208 1804,34 41972 4136 1500 false
5 1 2 21,25 169,978 331 320,992 37965 792 1500 false
5 2 3 7,5 59,9645 36 118,781 37287 708 1500 false
5 3 4 2,5 20,0135 23 21,2109 37163 1303 1500 false
5 4 5 0 0 4 18,3828 38699 1613 1500 false
5 5 6 0 0 6 14,1406 38277 1036 1500 false
5 6 7 0 0 2 1,41406 38277 1036 1500 false
5 7 8 0 0 1 1,41406 38277 1036 1500 false
5 8 9 0 0 0 1,41406 38277 1036 1500 false
5 9 10 0 0 1 1,41406 38277 1036 1500 false
5 10 11 0 0 0 1,41406 38277 1036 1500 false
5 11 12 0 0 0 1,41406 38277 1036 1500 false
5 12 13 0 0 0 1,41406 38277 1036 1500 false
5 13 14 0 0 1 1,41406 38277 1036 1500 false
5 14 15 0 0 0 1,41406 38277 1036 1500 false
5 15 16 0 0 0 1,41406 38277 1036 1500 false
5 16 17 0 0 0 1,41406 38277 1036 1500 false
5 17 18 0 0 0 1,41406 38277 1036 1500 false
5 18 19 0 0 0 1,41406 38277 1036 1500 false
5 19 20 0 0 0 1,41406 38277 1036 1500 false
5 20 21 0 0 0 1,41406 38277 1036 1500 false
5 21 22 0 0 1 1,41406 38277 1036 1500 false
5 22 23 0 0 0 1,41406 38277 1036 1500 false
5 23 24 0 0 0 1,41406 38277 1036 1500 false
5 24 25 0 0 0 1,41406 38277 1036 1500 false
5 25 26 0 0 0 1,41406 38277 1036 1500 false
5 0 1 30,8034 245,873 1957 1292,45 44534 9339 1500 false
5 1 2 20 160,242 4066 304,023 37132 1402 1500 false
5 2 3 6,25 50,01 27 79,1875 36419 869 1500 false
5 3 4 1,25 9,99203 20 15,5547 37295 672 1500 false
5 4 5 1,25 10,0065 0 35,3516 38023 1154 1500 false
5 5 6 0 0 4 33,9375 37891 945 1500 false
5 6 7 0 0 2 1,41406 37891 945 1500 false
5 7 8 0 0 1 1,41406 37891 945 1500 false
5 8 9 0 0 0 1,41406 37891 945 1500 false
5 9 10 0 0 1 1,41406 37891 945 1500 false
5 10 11 0 0 0 1,41406 37891 945 1500 false
5 11 12 0 0 0 1,41406 37891 945 1500 false
5 12 13 0 0 0 1,41406 37891 945 1500 false
5 13 14 0 0 1 1,41406 37891 945 1500 false
5 14 15 0 0 0 1,41406 37891 945 1500 false
5 15 16 0 0 0 1,41406 37891 945 1500 false
5 16 17 0 0 0 1,41406 37891 945 1500 false
5 17 18 0 0 0 1,41406 37891 945 1500 false
5 18 19 0 0 0 1,41406 37891 945 1500 false
5 19 20 0 0 0 1,41406 37891 945 1500 false
5 20 21 0 0 0 1,41406 37891 945 1500 false
5 21 22 0 0 1 1,41406 37891 945 1500 false
5 22 23 0 0 0 1,41406 37891 945 1500 false
5 23 24 0 0 0 1,41406 37891 945 1500 false
5 24 25 0 0 0 1,41406 37891 945 1500 false
5 25 26 0 0 0 1,41406 37891 945 1500 false
5 0 1 42,5674 340,389 5344 1900,5 39414 856 1500 false
5 1 2 21,25 170,036 279 238,977 37835 1807 1500 false
5 2 3 5 40,0042 48 60,8047 36759 617 1500 false
5 3 4 0 0 18 12,7266 36912 613 1500 false
5 4 5 1,25 9,99874 4 18,3828 38317 1261 1500 false
