5 0 1 11,735 93,2339 2 4659,34 37556 2250 1500 false
5 1 2 12,1002 96,5954 0 4659,34 38556 1181 1500 false
5 2 3 11,9228 95,3298 0 4659,34 37128 1230 1500 false
5 3 4 11,8828 95,2742 31 4659,34 37549 911 1500 false
5 4 5 11,6539 93,9249 0 4659,34 49510 3087 1500 false
5 5 6 12,2108 97,4887 0 4659,34 39576 2492 1500 false
5 6 7 11,6615 93,1786 0 4659,34 37926 550 1500 false
5 7 8 12,0974 97,0147 0 4659,34 35945 235 1500 false
5 8 9 12,022 96,1855 0 4659,34 37462 1113 1500 false
5 9 10 11,9085 94,8399 0 4659,34 36973 495 1500 false
5 10 11 11,9247 94,759 0 4659,34 36983 448 1500 false
5 11 12 11,8198 94,5912 0 4659,34 35797 746 1500 false
5 12 13 12,0258 97,1874 0 4659,34 37340 635 1500 false
5 13 14 11,9114 95,3155 0 4659,34 36003 460 1500 false
5 14 15 11,9371 95,621 0 4659,34 35504 380 1500 false
5 15 16 11,9123 95,2228 0 4659,34 40273 701 1500 false
5 16 17 11,9095 95,1952 18 2328,96 37864 853 1500 false
5 17 18 11,8198 94,6027 0 2328,96 38447 723 1500 false
5 18 19 12,0363 96,3662 0 2328,96 35881 316 1500 false
5 19 20 11,9228 95,4104 1 1163,77 35790 356 1500 false
5 20 21 11,8322 94,5913 0 1163,77 36238 842 1500 false
5 21 22 12,0049 96,1125 0 1163,77 39748 385 1500 false
5 22 23 11,7817 94,2575 0 1163,77 36769 586 1500 false
5 23 24 12,0592 96,4708 0 1163,77 38414 1204 1500 false
5 24 25 11,8065 94,4059 0 1163,77 36258 885 1500 false
5 25 26 11,981 95,7924 0 1163,77 38526 501 1500 false
5 26 27 11,7483 94,0683 0 1163,77 36123 275 1500 false
5 27 28 12,104 96,7325 0 1163,77 39006 573 1500 false
5 28 29 11,8837 94,1303 0 1163,77 37158 488 1500 false
5 29 30 11,9858 96,9106 0 1163,77 36243 792 1500 false
5 30 31 11,9219 95,0945 0 1163,77 38160 699 1500 false
5 31 32 11,6501 93,5356 0 1163,77 36291 946 1500 false
5 32 33 12,0106 95,4045 0 1165,19 37257 1161 1500 false
5 33 34 11,9753 95,9621 0 1165,19 36331 620 1500 false
5 34 35 11,7998 94,9193 0 1165,19 40225 13 1500 false
5 35 36 11,8971 94,7968 0 1165,19 43492 1461 1500 false
5 36 37 11,8837 95,4433 16 1165,19 40102 219 1500 false
5 37 38 12,0783 96,6369 0 1165,19 37237 411 1500 false
5 38 39 11,6005 87,8807 0 1168,02 37703 831 1500 false
5 39 40 12,1117 101,902 0 1175,09 37196 1240 1500 false
5 40 41 12,2166 98,3914 0 1179,33 40578 409 1500 false
5 41 42 11,8837 93,0503 0 1183,57 45670 121 1500 false
5 42 43 11,8942 96,8054 0 1186,4 38829 706 1500 false
5 43 44 11,8542 93,1668 0 1187,81 40581 2489 1500 false
5 44 45 11,0731 89,409 0 1192,05 43005 2437 1500 false
5 45 46 12,2728 97,9377 0 1196,3 38714 697 1500 false
5 46 47 12,2223 98,1728 0 1196,3 44763 1927 1500 false
5 47 48 12,0516 95,5289 0 1197,71 38831 1070 1500 false
5 48 49 12,104 98,9119 0 1201,95 38886 2802 1500 false
5 49 50 11,9143 93,6271 0 1204,78 37413 1368 1500 false
5 50 51 11,6663 94,78 0 1204,78 43223 2839 1500 false
5 51 52 12,1965 97,8231 0 1204,78 41395 1765 1500 false
5 52 53 11,3945 90,9768 0 1206,2 44391 1381 1500 false
5 53 54 11,6196 88,8728 0 1207,61 62767 9542 1500 false
5 54 55 12,1737 102,299 0 1211,85 37217 1726 1500 false
5 55 56 11,8542 93,3935 0 1214,68 42498 5123 1500 false
5 56 57 12,3529 100,233 0 1217,51 41293 300 1500 false
5 57 58 12,1384 96,982 0 1218,92 39551 55 1500 false
5 58 59 11,0655 87,0869 0 1220,34 58383 2133 1500 false
5 59 60 12,2719 98,7372 0 1220,34 41835 247 1500 false
5 60 61 12,1279 98,3155 0 1224,58 46567 1114 1500 false
5 61 62 12,1946 96,71 0 1228,82 40601 1770 1500 false
5 62 63 10,8042 86,1588 2 1230,23 43271 1068 1500 false
5 63 64 12,7764 103,017 0 1234,48 49200 2488 1500 false
5 64 65 12,2013 97,7169 0 1237,3 37631 90 1500 false
5 65 66 11,5824 92,5535 0 1238,72 40903 1200 1500 false
5 66 67 12,2414 98,3641 0 1240,13 39271 674 1500 false
5 67 68 10,9863 87,6231 0 1241,55 48681 3655 1500 false
5 68 69 12,6686 101,27 0 1242,96 53924 11657 1500 false
5 69 70 12,0602 96,6623 0 1242,96 50166 8955 1500 false
5 70 71 11,7693 93,6489 1 1242,96 46894 174 1500 false
5 71 72 11,8074 91,7208 0 1245,79 40407 39 1500 false
5 72 73 12,2499 101,695 0 1245,79 37864 39 1500 false
5 73 74 11,919 95,2963 0 1247,2 36082 67 1500 false
5 74 75 11,7722 93,8186 0 1247,2 36265 939 1500 false
5 75 76 11,8828 95,359 0 1247,2 36039 259 1500 false
5 76 77 11,6215 92,7984 0 1247,2 41293 5711 1500 false
5 77 78 12,3148 98,8023 0 1247,2 36564 584 1500 false
5 78 79 11,9772 95,8902 0 1247,2 37849 1407 1500 false
5 79 80 11,7826 93,231 0 1247,2 37530 1920 1500 false
5 80 81 7,74479 62,6855 1 1,41406 42090 5413 1500 false
5 81 82 0 0 1 1,41406 42090 5413 1500 false
5 82 83 0 0 1 1,41406 42090 5413 1500 false
5 83 84 0 0 0 1,41406 42090 5413 1500 false
5 84 85 0 0 1 1,41406 42090 5413 1500 false
5 85 86 0 0 0 1,41406 42090 5413 1500 false
5 86 87 0 0 0 1,41406 42090 5413 1500 false
5 87 88 0 0 0 1,41406 42090 5413 1500 false
5 88 89 0 0 1 1,41406 42090 5413 1500 false
5 89 90 0 0 0 1,41406 42090 5413 1500 false
5 90 91 0 0 0 1,41406 42090 5413 1500 false
5 91 92 0 0 0 1,41406 42090 5413 1500 false
5 92 93 0 0 0 1,41406 42090 5413 1500 false
5 93 94 0 0 0 1,41406 42090 5413 1500 false
5 94 95 0 0 0 1,41406 42090 5413 1500 false
5 95 96 0 0 0 1,41406 42090 5413 1500 false
5 96 97 0 0 1 1,41406 42090 5413 1500 false
5 97 98 0 0 0 1,41406 42090 5413 1500 false
5 98 99 0 0 0 1,41406 42090 5413 1500 false
5 99 100 0 0 0 1,41406 42090 5413 1500 false
5 100 101 0 0 0 1,41406 42090 5413 1500 false
