5 0 1 11,5795 91,3585 2 3356,98 38656 1119 1500 false
5 1 2 12,1717 98,1507 0 3356,98 38712 1144 1500 false
5 2 3 11,9295 95,8057 1 3356,98 38512 1293 1500 false
5 3 4 11,8933 94,9307 0 3356,98 38028 491 1500 false
5 4 5 11,9591 95,2647 0 3356,98 40113 1685 1500 false
5 5 6 11,9915 96,78 0 3356,98 37161 854 1500 false
5 6 7 11,7559 92,1166 0 3356,98 36872 782 1500 false
5 7 8 12,0783 98,2694 0 3356,98 35489 96 1500 false
5 8 9 11,9228 95,6167 0 3356,98 38510 347 1500 false
5 9 10 11,8465 94,9165 0 3356,98 36936 681 1500 false
5 10 11 11,9677 95,4489 0 3356,98 37926 1263 1500 false
5 11 12 11,8847 95,204 0 3356,98 37122 1787 1500 false
5 12 13 11,9915 96,0908 0 3356,98 36109 456 1500 false
5 13 14 11,8198 93,2211 0 3356,98 37606 898 1500 false
5 14 15 11,9314 96,4986 0 3356,98 38347 871 1500 false
5 15 16 11,8942 95,4662 0 3356,98 43092 1539 1500 false
5 16 17 12,0153 95,6947 0 3356,98 36303 221 1500 false
5 17 18 11,9114 95,1479 0 3356,98 35958 491 1500 false
5 18 19 11,9429 96,1673 0 3356,98 36056 386 1500 false
5 19 20 11,7846 93,909 2 1678,49 36533 220 1500 false
5 20 21 11,9896 94,7809 1 1678,49 37008 51 1500 false
5 21 22 11,9104 94,5072 0 1678,49 37432 1326 1500 false
5 22 23 11,9276 97,7518 0 1678,49 36300 674 1500 false
5 23 24 12,001 96,0346 0 1678,49 36647 441 1500 false
5 24 25 11,9181 95,3411 0 1678,49 39889 7 1500 false
5 25 26 11,9181 95,298 0 1678,49 36520 382 1500 false
5 26 27 11,919 95,3859 0 1678,49 36674 1005 1500 false
5 27 28 11,9305 95,2245 0 1678,49 37612 1250 1500 false
5 28 29 11,6148 93,0783 0 1678,49 41719 182 1500 false
5 29 30 12,2213 97,8092 0 1678,49 37844 338 1500 false
5 30 31 11,7731 93,5504 0 1678,49 36909 617 1500 false
5 31 32 12,0516 96,4151 0 1678,49 37204 293 1500 false
5 32 33 11,9314 96,1332 0 1678,49 37512 1100 1500 false
