5,0,1.000181,1.000180959701538,382272,3057622.693509966,0,28960,39482,2335,1500,false
5,1.000181,2.001527,1.0013459920883179,376480,3007791.5363887115,0,28960,37925,1025,1500,false
5,10.009538,11.000611,0.9910730123519897,318560,2571435.1700002514,0,28960,53505,29394,1500,false
5,11.000611,12.000517,0.9999060034751892,376480,3012123.1291064383,0,28960,37117,720,1500,false
5,12.000517,13.000061,0.9995440244674683,390960,3129106.7961377176,0,28960,36449,364,1500,false
5,13.000061,14.00041,1.0003490447998047,390960,3126588.68047995,0,28960,37802,796,1500,false
5,14.00041,15.000762,1.0003520250320435,376480,3010780.130028251,0,28960,37724,582,1500,false
5,15.000762,16.000124,0.9993619918823242,390960,3129676.759178057,0,28960,36099,355,1500,false
5,16.000124,17.000216,1.0000920295715332,376480,3011562.84716153,0,28960,41283,5504,1500,false
5,17.000216,18.001224,1.0010080337524414,362000,2893083.674007963,0,28960,40075,1882,1500,false
5,18.001224,19.001459,1.0002349615097046,347520,2779506.922857171,0,28960,42634,3074,1500,false
5,19.001459,20.000479,0.999019980430603,362000,2898840.920830983,0,28960,40657,2238,1500,false
5,20.000479,21.003606,1.0031269788742065,362000,2886972.497988375,0,28960,41001,2289,1500,false
5,2.001527,3.000403,0.9988759756088257,376480,3015229.19115584,0,28960,38203,2119,1500,false
5,21.003606,22.000313,0.996707022190094,362000,2905567.970853193,0,28960,38708,1137,1500,false
5,22.000313,23.001791,1.0014779567718506,362000,2891726.15374873,0,28960,39026,1694,1500,false
5,23.001791,24.00196,1.000169038772583,362000,2895510.546451227,0,28960,41260,4636,1500,false
5,24.00196,25.000108,0.998148024082184,362000,2901373.27343099,0,28960,40639,1355,1500,false
5,25.000108,26.001514,1.001405954360962,390960,3123288.798493215,0,28960,35375,214,1500,false
5,3.000403,4.000965,1.0005619525909424,376480,3010148.439285422,0,28960,38595,1545,1500,false
5,4.000965,5.001371,1.00040602684021,362000,2894824.623505156,0,28960,42033,5660,1500,false
5,5.001371,6.000473,0.999101996421814,333040,2666714.7193599865,0,28960,44405,2437,1500,false
5,6.000473,7.000123,0.999650001525879,362000,2897013.95046217,0,28960,43493,2421,1500,false
5,7.000123,8.000893,1.0007699728012085,318560,2546519.2494401773,0,28960,45389,2297,1500,false
5,8.000893,9.001275,1.0003819465637207,347520,2779098.532865131,0,28960,43608,6290,1500,false
5,9.001275,10.009538,1.0082629919052124,333040,2642485.166459898,0,28960,44638,2466,1500,false
